Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Short Description,Long Description,Did You Know,Main Image,Other Images
Nilamadhaba Temple,OD_Nayagarh_NilamadhabaTemple,Odisha,Nayagarh,Kantilo,20.3646,85.1951,Religious Sites,A very old and famous temple near to the bank of mahanadi in Kantilo,"A very famous and ancient hindu temple dedicated to lord Nilamadhaba a form of Lord Vishnu is present on the bank of Mahanadi, near the twin hills sorrounded by jungle. A permanent flow of holy water from the feet of lord Nilamadhaba from the ancient times is the speciality of this place. Lord Nilamadhaba is said as the initial Form of Lord Jagannath. Loads of festivals related to Jagannath Culture is celebrated here, among of them Magha Saptami or Ratha Saptami is the most popular.","Mythology says Everything started in a little collapse the Brahmadri slopes arranged on the banks of Mahanadi, which is known as Kantilo of Nayagarh locale today. Here, Biswabasu the neighborhood Sabara Chief venerated Kitung, as the God was known in the Sabara lingo. :As indicated by the Puranas, the divinity was initially venerated as an Indranila jewel picture known as ""Nilamadhava"". The daru murty came much later. It is located close to the juncture of three streams Mahanadi, Kuanria and Kusumi. :The sanctuary structure resembles the Jagannath sanctuary of Puri. It remains on the correct bank of Mahanadi. It is called triveni sangam of Odisha. As there is Beni-Madhava in Prayag, so as here Nilamadhava.",https://i.imgur.com/3dlrK2Z.jpg,https://i.imgur.com/fPGh40t.jpg https://i.imgur.com/61D85Gz.jpg https://i.imgur.com/IRoM9FC.jpg https://i.imgur.com/JtT57p6.jpg
Ladubaba Temple,OD_Nayagarh_LadubabaTemple,Odisha,Nayagarh,Sharanakul,20.0318,85.085,Religious Sites,Ancient temple of Baba Ladukeshnath(Lord Shiva) with immense power and faith of People,"The speciality of Sarankul stands proud with the 15th century shrine of Sri Ladukeswar, popularly known as Ladu Baba. The presiding deity here is known to be the combined form of Hari (Vishnu) and Hara (Shiv) as is the case with Sri Lingaraj in Bhubaneswar. The festivals and rituals of Sri Ladukeswar are also similar to that of the Lingaraj temple. This shrine is the most prominent one from amongst a good number of Shaivite shrines dotting the region. Pilgrims from far flung places flock to Sarankul on the occasion of Mahashivaratri.","There is a 200-years-old tradition practiced at Ladubaba temple. According to the tradition, Chandrasekhar – the representative idol of Ladubaba goes to his village Bhikaripada in groom attire on this occasion. Similarly representative idol of goddess Parvati also goes to Bhikaripada after having ‘prasad’ at Chalimandap in Gopinathjew market. :Both idols go around the town in a procession following which the bride side invites the groom for marriage. On their way, both sides stop at a place – some 100 meters away from the temple where they exchange words by reciting poems. :According to locals the Diety was rescued from Ravana's Lanka.",https://i.imgur.com/idkBihN.jpg,https://i.imgur.com/BE4tWN1.jpg https://i.imgur.com/9agzFxi.jpg https://i.imgur.com/uI7SYIU.jpg https://i.imgur.com/zs66arP.jpg
Kuanria Dam,OD_Nayagarh_KuanriaDam,Odisha,Nayagarh,Dasapalla,20.3458,84.7916,Dams & Water Reservoirs,A huge reservoir flanked by blue hillocks and a 1.5 kms long dam over River Kuanria,"Kuanria Dam is situated on the edges of Daspalla in Nayagarh District of Orissa. It is worked over the Kuanria River, which is a tributary of the Mahanadi River.A large number of migratory birds also flock to this reservoir during winters. The tranquil beauty of the hills, river, forests and the deer park make the place a much sought after retreat by the tourists.",".The dam has become a mainstream outing spot inferable from its characteristic excellence and the connecting timberland area. It's the biggest dam of Nayagarh area. :You can discover woods with inconceivably rich verdure, a generally excellent nature spot with a deer park in this spot.",https://i.imgur.com/XtcA25P.jpg,https://i.imgur.com/B08i6Lq.jpg https://i.imgur.com/aciKuVe.jpg https://i.imgur.com/7uuyyXB.jpg https://i.imgur.com/gsnPL8f.jpg
Budhabudhiani Dam,OD_Nayagarh_BudhabudhianiDam,Odisha,Nayagarh,Odagaon,19.9664,85.019,Dams & Water Reservoirs,Tucked away in the greenery of the trees and among the hills is this small waterbody created by the dam,"A beautiful and hidden place in Nayagarh district, named after the local Deities Budhabudhiani. The dam is formed from a Small stream created from foot of banapur.","Not many are aware of the Budhabudhiani Dam due to its secluded location. However, this picturesque dam is certainly within reach and an absolute must if you are planning a day trip.",https://i.imgur.com/KYLC80H.jpg,https://i.imgur.com/1WqBhpr.jpg https://i.imgur.com/pWEFmEM.jpg https://i.imgur.com/IJR3b5W.jpg
Podagad Hills,OD_Nabarangpur_PodagadHills,Odisha,Nabarangpur,Umerkote,18.861,82.8679,Iconic Places,Remains of Ancient Nala Dynasty,"Podagad is a place nearer to Umerkote was the capital of ancient Nala Dynasty. Their caves, usables, inscriptions and habitable rock structures indicate that before the invasion of Mughals the place was ruled by the Nalas and the Bhakatakas After that Buddhist lived here for a longer period of time.",The hill ranges of Podagad infested with deep forest preserves the remains of the ruling dynasties.,https://i.imgur.com/w84nd0G.jpg,https://i.imgur.com/w84nd0G.jpg https://i.imgur.com/9d0Tbpl.jpg
Chandan Dhara Waterfall,OD_Nabarangpur_ChandanDharaWaterfall,Odisha,Nabarangpur,Jharigam,19.6189,82.4729,Waterbodies,Chandan Dhara is a natural waterfall situated in Nabarangpur,"The place is also remarkable for a natural Shiva Lingam. Chandan Dhara is an ideal location for outings and picnic. In the festival of Kartika Purnima, Sivaratri many devotees are joining this place to celebrating this festival. This place also best for nature lovers because the small forest is increasing the place of beauty. In this place, a small watchtower is created for tourist get enjoy by watching the scenic spot by the watchtower. ",The place is also remarkable for a natural Shiva Lingam.,https://i.imgur.com/0M8nxl4.jpg,https://i.imgur.com/0M8nxl4.jpg https://i.imgur.com/YpNrdcq.jpg https://i.imgur.com/UmEeBf2.jpg
Similipal National Park,OD_Mayurbhanj_SimilipalNationalPark,Odisha,Mayurbhanj,Baripada,21.5931,86.2945,Nature & Wildlife,"Typical greenery, balanced temperature, casual rain, slightly humid region and a perfect touring spot","Similipal, a thick biosphere reserve is a sanctuary and one of the Tiger Projects and National parks of India. With wide range of rain falls and edaphic variations, range from dry deciduous to moist green forests, it is suitable to different species of flora and fauna. Sweet scented Champak flowers freshen the air. The richly hued orchids on the green foliage are soothing to the eyes. In the midst of the dense forests, the summer stands humbled and the sun gets lost.  ","The place was formally designated a tiger reserve in 1956 and under Project Tiger in May 1973. ""Mugger Crocodile Scheme"" was started in 1979 at Ramatirtha, Jashipur.:The Government of Odisha declared Simlipal as a wildlife sanctuary in 1979 with an area of 2,200 square kilometres (850 sq mi). Later in 1980, the state government proposed 303 square kilometres (117 sq mi) of the sanctuary as a national park. :Further in 1986, area of the national park was increased to 845.70 square kilometres (326.53 sq mi). Government of India declared Simlipal as a biosphere reserve in 1994. UNESCO added this national park to its list of Biosphere Reserves in May 2009. :There are 10,000 people living in 61 villages in the forest. :About 1076 species of mammals, 29 types of reptiles and 231 species of birds are the proud possession of this plateau. Average mean elevation of Similipal is 900 meters. Tall and luxuriant Sal Trees in large numbers stand like sentries. :The handsome peaks of Khairiburu (1178 meters), Meghasani (1158 meters) and others welcome like smiling receptionists from the emerald heights. :Several rivers like Budhabalanga, Khairi, salandi, Palpala, etc. originate from the hills and meander through the forest like veins and arteries in the body. :The panoramic view of the Waterbodies at Barehipani (400 meters) and Joranda(150 meters) are simply enchanting of fish, is found in abundance in most of the rivers.",https://i.imgur.com/Nose38P.jpg,https://i.imgur.com/ICSL8H8.jpg https://i.imgur.com/UYA8G1u.jpg https://i.imgur.com/qx6RzIk.jpg https://i.imgur.com/qBMKX8L.jpg
Ramtirtha Crocodile Project,OD_Mayurbhanj_RamtirthaCrocodileProject,Odisha,Mayurbhanj,Jamda,21.9635,86.056,Nature & Wildlife,It is the only Crocodile Rearing Center of Mayurbhanj district which attracts lots of tourist to visit,Ramatirtha is located nearby Jashipur town of Mayurbhanj district of Odisha. Ramatirtha is located beneath the feet of Similipal National Park. It is the only Crocodile Rearing Center of Mayurbhanj district which attracts lots of tourist to visit.Ramatirtha of Mayurbhanj is very famous in Odisha due to its natural beauties and temple of Sri Rama. ,"As per the Indian mythological history, during the days of Tretaya Yuga, Lord Sri Rama along with Devi Sita and Brother Laxman passed thorugh the forest of Similipal; where due to tiredness Sita sat on the platue for a while and she wash her face and feet in the river that flows beneath. :Then onwards, Ramatirtha of Mayurbhanj became a legendary place in the name of Sri Rama and Devi Sita. Every year on Makar Sankranti (Mid of January), Mahanta peoples celebrate Tusumelana festival or Tusu Parab.",https://i.imgur.com/IYYxUzU.jpg,https://i.imgur.com/udItw3k.jpg https://i.imgur.com/DmVGxJR.jpg https://i.imgur.com/6KL2XLH.jpg https://i.imgur.com/ADpfkoG.jpg https://i.imgur.com/LxUwcd7.jpg
Maa Ambika Temple,OD_Mayurbhanj_MaaAmbikaTemple,Odisha,Mayurbhanj,Baripada,21.937,86.7228,Religious Sites,People strongly believe her as ‘The Living Goddess’ and fulfills the needs of the devotees,"The Ambika temple in Baripada is an ancient temple and the Bijesthali of the presiding deity. People of Baripada strongly believe her as ‘The Living Goddess’, who as a mother showers her blessings to all the mankind. People come to worship here from different states like Jharkhand and West Bengal. Many festivals namely Durga puja, Basanti Puja, Panaa Sankranti, Makar Sankranti etc. are observed here.","The daily seva puja of MAA starts in early morning and performed in holiness and in a whole hearted manner by MAA’s priests with the sacred sound of sankha, ghanta and mrudanga played by the devotees. :In the special festive days, “Sodhasa Upachara” puja, “Chandi”, “Homa” etc. are performed in tantric as well as in Vaidik way as per the devotees’ requests and with their cooperation.",https://i.imgur.com/7FV51Ps.jpg,https://i.imgur.com/gfSJX1e.jpg https://i.imgur.com/TKYE8mR.jpg
Kichakeshwari Temple,OD_Mayurbhanj_KichakeshwariTemple,Odisha,Mayurbhanj,Khiching,21.9276,85.8325,Religious Sites,"It is temple of Hindu Goddess Chamunda alias Kali located in Khiching, which was the ancient capital of the Bhanja rulers","Scores of temples dominate the place, some of which are still in active worship. The predominant deity of Khiching is Kichakeswari, the most scared Goddess of the Mayurbhanj chiefs. The temple dedicated to her is built entirely of chlorite slabs and unique of it kind in India. The sculptures are beautiful. A small museum here boasts of highly important historical specimens of sculpture and art.","The Goddess Kiscakeshwari was not only which was not only ishtadevata of Bhanj dynasty but also the State deity. The original temple dates back to 7th or 8th Century, with repairs done over the centuries.",https://i.imgur.com/CqtC7aQ.png,https://i.imgur.com/CqtC7aQ.png https://i.imgur.com/cIe1lyw.png
Jagannath Temple,OD_Mayurbhanj_JagannathTemple,Odisha,Mayurbhanj,Baripada,21.9335,86.7496,Religious Sites,This temple is known as the second Srikhetra of Orissa and is one of the oldest temples of Odisha,The temple of Lord Jagannath at Baripada is universally known as Haribaldev temple. The temple stands as a symbol of the religious favour of the Bhanja Rulers of Mayurbhanj and is regarded as the Queen Monad among the princely states during the pre-merger days.It is made of laterite stone with exquisite designs engraved in the walls. A big boundary wall encirles the temple which is a replica of that of Lord Jagannath at Puri. ,"The temple was built by Shri Baidyanath Bhanj in 1575 A.D. on the same architectural principles of Kakharua Baidyanath temple. However, an inscription on the temple wall states that in the year 1497 of the Saka Era this temple was built by Baidyanath Bhanj. It has height of 84′-6″. :This temple, like the Kakharua Baidyanath of Manatri is provided with Vimana, Jagamohan and Nata Mandira and is in a better preserved condition than the latter. :Besides the presiding deities, there are as many as seventeen Bedha deities consecrated in the temple. The Jagannath temple compound is provided with small cells in which the images of different religions find place.",https://i.imgur.com/M46HQsT.jpg,https://i.imgur.com/eWfgk7i.jpg https://i.imgur.com/EGqcrHB.jpg
